,num,title,date,status,stream,area,wg,area2,key words
2128,6483,Validation of Route Origination Using the Resource Certificate Public Key Infrastructure (PKI) and Route Origin Authorizations (ROAs), February 2012 , INFORMATIONAL, IETF, rtg, sidr,BGP,"[--------], rpki, bgp, Resource Public Key Infrastructure"
2129,6482,A Profile for Route Origin Authorizations (ROAs), February 2012 , PROPOSED STANDARD, IETF, rtg, sidr,BGP,"[--------], RPKI, BGP"
2130,6481,A Profile for Resource Certificate Repository Structure, February 2012 , PROPOSED STANDARD, IETF, rtg, sidr,,
2131,6480,An Infrastructure to Support Secure Internet Routing, February 2012 , INFORMATIONAL, IETF, rtg, sidr,BGP,"RPKI, BGP, ROA"
2132,6479,IPsec Anti-Replay Algorithm without Bit Shifting, January 2012 , INFORMATIONAL, INDEPENDENT,null,null,,
2133,6478,Pseudowire Status for Static Pseudowires, May 2012 , PROPOSED STANDARD, IETF, rtg, pwe3,,
2134,6477,Registration of Military Message Handling System (MMHS) Header Fields for Use in Internet Mail, January 2012 , INFORMATIONAL, IETF,null, NON WORKING GROUP,,
2135,6476,Using Message Authentication Code (MAC) Encryption in the Cryptographic Message Syntax (CMS), January 2012 , PROPOSED STANDARD, IETF,null, NON WORKING GROUP,,
2136,6475,Proxy Mobile IPv6 Management Information Base, May 2012 , PROPOSED STANDARD, IETF,null, NON WORKING GROUP,IPv6,[--------]
2137,6474,"vCard Format Extensions: Place of Birth, Place and Date of Death", December 2011 , PROPOSED STANDARD, IETF, app, vcarddav,vCard,"[--------], contacts, address-book, personal-information"
2138,6473,vCard KIND:application, December 2011 , PROPOSED STANDARD, IETF, app, vcarddav,vCard,"[--------], vCard"
2139,6472,Recommendation for Not Using AS_SET and AS_CONFED_SET in BGP, December 2011 , BEST CURRENT PRACTICE, IETF, rtg, idr,BGP,"[--------], BGPv4, Operator, RPKI, Aggregation, Route Origin"
2140,6471,Overview of Best Email DNS-Based List (DNSBL) Operational Practices, January 2012 , INFORMATIONAL, IRTF,null,null,DNS,DNSBL policy
2141,6470,Network Configuration Protocol (NETCONF) Base Notifications, February 2012 , PROPOSED STANDARD, IETF, ops, netconf,NETCONF,"[--------], XML"
2142,6469,RTP Payload Format for DV (IEC 61834) Video, December 2011 , PROPOSED STANDARD, IETF, rai, payload,RTP,"[--------], DV/RTP, real-time transport protocol"
2143,6468,Sieve Notification Mechanism: SIP MESSAGE, February 2012 , PROPOSED STANDARD, IETF, app, sieve,SIP,"[--------], Sieve, SIP, notification"
2144,6467,Secure Password Framework for Internet Key Exchange Version 2 (IKEv2), December 2011 , INFORMATIONAL, IETF,null, NON WORKING GROUP,IKEv2,"IPsec, IKE, mutual authentication, credentials, VPN gateway"
2145,6466,IANA Registration of the 'image' Media Type for the Session Description Protocol (SDP), December 2011 , PROPOSED STANDARD, IETF,null, NON WORKING GROUP,SDP,"[--------], t.38 media"
2146,6465,A Real-time Transport Protocol (RTP) Header Extension for Mixer-to-Client Audio Level Indication, December 2011 , PROPOSED STANDARD, IETF, rai, avtext,RTP,"[--------], csrc-audio-level, csrc, speech, sound, energy, conference, bridge"
2147,6464,A Real-time Transport Protocol (RTP) Header Extension for Client-to-Mixer Audio Level Indication, December 2011 , PROPOSED STANDARD, IETF, rai, avtext,RTP,"[--------], ssrc-audio-level, ssrc, speech, sound, energy, conference, bridge"
2148,6463,Runtime Local Mobility Anchor (LMA) Assignment Support for Proxy Mobile IPv6, February 2012 , PROPOSED STANDARD, IETF, int, netext,IPv6,[--------]
2149,6462,Report from the Internet Privacy Workshop, January 2012 , INFORMATIONAL, IAB,null,null,,
2150,6461,Data for Reachability of Inter-/Intra-NetworK SIP (DRINKS) Use Cases and Protocol Requirements, January 2012 , INFORMATIONAL, IETF, rai, drinks,SIP,"registry, registry provisioning, registrar, destination group, route group"
2151,6460,Suite B Profile for Transport Layer Security (TLS), January 2012 , HISTORIC, IETF,null, NON WORKING GROUP,TLS,cryptographic algorithm policy
2152,6459,IPv6 in 3rd Generation Partnership Project (3GPP) Evolved Packet System (EPS), January 2012 , INFORMATIONAL, IETF, ops, v6ops,IPv6,"Transition, Migration"
2153,6458,Sockets API Extensions for the Stream Control Transmission Protocol (SCTP), December 2011 , INFORMATIONAL, IETF, tsv, tsvwg,"SMI, SCTP",", "
2154,6457,PCC-PCE Communication and PCE Discovery Requirements for Inter-Layer Traffic Engineering, December 2011 , INFORMATIONAL, IETF, rtg, pce,MPLS,"PCEP, inter-layer, traffic engineering, MPLS, GMPLS, VNT"
2155,6456,Multi-Segment Pseudowires in Passive Optical Networks, November 2011 , INFORMATIONAL, IETF,null, NON WORKING GROUP,MPLS,"MPLS, PSN, PON, G-PON, XG-PON, OMCI"
2156,6455,The WebSocket Protocol, December 2011 , PROPOSED STANDARD, IETF, app, hybi,,
2157,6454,The Web Origin Concept, December 2011 , PROPOSED STANDARD, IETF, app, websec,,
2158,6453,A URN Namespace for the Open Grid Forum (OGF), December 2011 , INFORMATIONAL, IETF,null, NON WORKING GROUP,URN,identifier
2159,6452,The Unicode Code Points and Internationalized Domain Names for Applications (IDNA) - Unicode 6.0, November 2011 , PROPOSED STANDARD, IETF, app, appsawg,"IDNA, DNS","[--------], DNS, IDN, [--------], DNS, IDN"
2160,6451,Location-to-Service Translation (LoST) Protocol Extensions, December 2011 , EXPERIMENTAL, IETF,null, NON WORKING GROUP,,
2161,6450,Multicast Ping Protocol, December 2011 , PROPOSED STANDARD, IETF, ops, mboned,,
2162,6449,Complaint Feedback Loop Operational Recommendations, November 2011 , INFORMATIONAL, IETF,null, NON WORKING GROUP,,
2163,6448,The Unencrypted Form of Kerberos 5 KRB-CRED Message, November 2011 , PROPOSED STANDARD, IETF, sec, krb-wg,Kerberos,"[--------], credential"
2164,6447,Filtering Location Notifications in the Session Initiation Protocol (SIP), January 2012 , PROPOSED STANDARD, IETF, rai, geopriv,SIP,"[--------], geopriv, location"
2165,6446,Session Initiation Protocol (SIP) Event Notification Extension for Notification Rate Control, January 2012 , PROPOSED STANDARD, IETF, rai, sipcore,SIP,"[--------], SIP, events, rate control"
2166,6445,Multiprotocol Label Switching (MPLS) Traffic Engineering Management Information Base for Fast Reroute, November 2011 , PROPOSED STANDARD, IETF, rtg, mpls,MPLS,"[--------], mib, frr, MPLS-FRR-GENERAL-STD-MIB, MPLS-FRR-ONE2ONE-STD-MIB, MPLS-FRR-FACILITY-STD-MIB"
2167,6444,Location Hiding: Problem Statement and Requirements, January 2012 , INFORMATIONAL, IETF, rai, ecrit,,
2168,6443,Framework for Emergency Calling Using Internet Multimedia, December 2011 , INFORMATIONAL, IETF, rai, ecrit,,
2169,6442,Location Conveyance for the Session Initiation Protocol, December 2011 , PROPOSED STANDARD, IETF, rai, sipcore,SIP,"[--------], sip, geographic location, location target"
2170,6441,Time to Remove Filters for Previously Unallocated IPv4 /8s, November 2011 , BEST CURRENT PRACTICE, IETF, ops, grow,IPv4,"[--------], bogons, IPv4, martians, filters"
2171,6440,The EAP Re-authentication Protocol (ERP) Local Domain Name DHCPv6 Option, December 2011 , PROPOSED STANDARD, IETF, sec, hokey,DHCPv6,"[--------], re-authentication, handover, LDN, Discovery"
2172,6439,Routing Bridges (RBridges): Appointed Forwarders, November 2011 , PROPOSED STANDARD, IETF, int, trill,,
2173,6438,Using the IPv6 Flow Label for Equal Cost Multipath Routing and Link Aggregation in Tunnels, November 2011 , PROPOSED STANDARD, IETF, int, 6man,IPv6,"[--------], ECMP, LAG"
2174,6437,IPv6 Flow Label Specification, November 2011 , PROPOSED STANDARD, IETF, int, 6man,IPv6,[--------]
2175,6436,Rationale for Update to the IPv6 Flow Label Specification, November 2011 , INFORMATIONAL, IETF, int, 6man,IPv6,"ECMP, LAG"
2176,6435,MPLS Transport Profile Lock Instruct and Loopback Functions, November 2011 , PROPOSED STANDARD, IETF, rtg, mpls,MPLS,"[--------], oam, operations, administration, and maintenance"
2177,6434,IPv6 Node Requirements, December 2011 , INFORMATIONAL, IETF, int, 6man,IPv6,"Internet Protocol Version 6, Internet Protocol, IP"
2178,6433,Requirements for a Working Group Milestones Tool, November 2011 , INFORMATIONAL, IETF,null, NON WORKING GROUP,,
2179,6432,Carrying Q.850 Codes in Reason Header Fields in SIP (Session Initiation Protocol) Responses, November 2011 , PROPOSED STANDARD, IETF,null, NON WORKING GROUP,SIP,"[--------], cause code"
2180,6431,Huawei Port Range Configuration Options for PPP IP Control Protocol (IPCP), November 2011 , INFORMATIONAL, INDEPENDENT,null,null,"IPv4, IPv6","IPv4 Address Exhaustion, IPv4 service continuity, IPv6, A+P, IPv4 Address Exhaustion, IPv4 service continuity, IPv6, A+P"
2181,6430,Email Feedback Report Type Value: not-spam, November 2011 , PROPOSED STANDARD, IETF, app, marf,,
2182,6429,TCP Sender Clarification for Persist Condition, December 2011 , INFORMATIONAL, IETF, tsv, tcpm,,
2183,6428,"Proactive Connectivity Verification, Continuity Check, and Remote Defect Indication for the MPLS Transport Profile", November 2011 , PROPOSED STANDARD, IETF, rtg, mpls,MPLS,"[--------], mpls-tp, oam, Operations, Administration, and Maintenance, bfd, bidirectional forwarding dectection"
2184,6427,"MPLS Fault Management Operations, Administration, and Maintenance (OAM)", November 2011 , PROPOSED STANDARD, IETF, rtg, mpls,MPLS,"[--------], mpls-oam"
2185,6426,MPLS On-Demand Connectivity Verification and Route Tracing, November 2011 , PROPOSED STANDARD, IETF, rtg, mpls,MPLS,"[--------], lsp ping, mpls tp, mpls-tp"
2186,6425,Detecting Data-Plane Failures in Point-to-Multipoint MPLS - Extensions to LSP Ping, November 2011 , PROPOSED STANDARD, IETF, rtg, mpls,MPLS,"[--------], p2mp"
2187,6424,Mechanism for Performing Label Switched Path Ping (LSP Ping) over MPLS Tunnels, November 2011 , PROPOSED STANDARD, IETF, rtg, mpls,MPLS,"[--------], MPLS OAM, lsp ping, LSP-Ping"
2188,6423,Using the Generic Associated Channel Label for Pseudowire in the MPLS Transport Profile (MPLS-TP), November 2011 , PROPOSED STANDARD, IETF, rtg, pwe3,MPLS,[--------]
2189,6422,Relay-Supplied DHCP Options, December 2011 , PROPOSED STANDARD, IETF, int, dhc,DHCPv6,"[--------], DHCPv6 Relay, DHCPv6 option"
2190,6421,Crypto-Agility Requirements for Remote Authentication Dial-In User Service (RADIUS), November 2011 , INFORMATIONAL, IETF, ops, radext,RADIUS,
2191,6420,PIM Multi-Topology ID (MT-ID) Join Attribute, November 2011 , PROPOSED STANDARD, IETF, rtg, pim,PIM,[--------]
2192,6419,Current Practices for Multiple-Interface Hosts, November 2011 , INFORMATIONAL, IETF, int, mif,,
2193,6418,Multiple Interfaces and Provisioning Domains Problem Statement, November 2011 , INFORMATIONAL, IETF, int, mif,DNS,"multi-homing, MIF, DNS, DHCP"
2194,6417,How to Contribute Research Results to Internet Standardization, November 2011 , INFORMATIONAL, INDEPENDENT,null,null,,
2195,6416,RTP Payload Format for MPEG-4 Audio/Visual Streams, October 2011 , PROPOSED STANDARD, IETF, rai, payload,RTP,"[--------], RFC3016, RTP, MPEG-4, Audio, Visual, Video, AAC, HE AAC, HE AAC v2, MPEG Surround"
2196,6415,Web Host Metadata, October 2011 , PROPOSED STANDARD, IETF,null, NON WORKING GROUP,,
2197,6414,Benchmarking Terminology for Protection Performance, November 2011 , INFORMATIONAL, IETF, ops, bmwg,,
2198,6413,Benchmarking Methodology for Link-State IGP Data-Plane Route Convergence, November 2011 , INFORMATIONAL, IETF, ops, bmwg,,
2199,6412,Terminology for Benchmarking Link-State IGP Data-Plane Route Convergence, November 2011 , INFORMATIONAL, IETF, ops, bmwg,,
2200,6411,Applicability of Keying Methods for RSVP Security, October 2011 , INFORMATIONAL, IETF, tsv, tsvwg,,
2201,6410,Reducing the Standards Track to Two Maturity Levels, October 2011 , BEST CURRENT PRACTICE, IETF,null, NON WORKING GROUP,,
2202,6409,Message Submission for Mail, November 2011 , INTERNET STANDARD, IETF, app, yam,,
2203,6408,Diameter Straightforward-Naming Authority Pointer (S-NAPTR) Usage, November 2011 , PROPOSED STANDARD, IETF, ops, dime,Diameter,"[--------], Services Field, Peer Discovery"
2204,6407,The Group Domain of Interpretation, October 2011 , PROPOSED STANDARD, IETF, sec, msec,,
2205,6406,Session PEERing for Multimedia INTerconnect (SPEERMINT) Architecture, November 2011 , INFORMATIONAL, IETF, rai, speermint,,
2206,6405,Voice over IP (VoIP) SIP Peering Use Cases, November 2011 , INFORMATIONAL, IETF, rai, speermint,"SIP, VoIP","VoIP, SIP Peering  , VoIP, SIP Peering  "
2207,6404,Session PEERing for Multimedia INTerconnect (SPEERMINT) Security Threats and Suggested Countermeasures, November 2011 , INFORMATIONAL, IETF, rai, speermint,"RTP, SIP, VoIP","VoIP, Security, Threats, multimedia, Threat countermeasures, SIP Interconnect, VoIP peering, Fraud prevention, Network protection, SIP, RTP, RTCP, control plane, user plane, VoIP, Security, Threats, multimedia, Threat countermeasures, SIP Interconnect, VoIP peering, Fraud prevention, Network protection, SIP, RTP, RTCP, control plane, user plane, VoIP, Security, Threats, multimedia, Threat countermeasures, SIP Interconnect, VoIP peering, Fraud prevention, Network protection, SIP, RTP, RTCP, control plane, user plane"
2208,6403,Suite B Profile of Certificate Management over CMS, November 2011 , HISTORIC, IETF,null, NON WORKING GROUP,,
2209,6402,Certificate Management over CMS (CMC) Updates, November 2011 , PROPOSED STANDARD, IETF, sec, pkix,,
2210,6401,RSVP Extensions for Admission Priority, October 2011 , PROPOSED STANDARD, IETF, tsv, tsvwg,,
2211,6398,IP Router Alert Considerations and Usage, October 2011 , BEST CURRENT PRACTICE, IETF, int, intarea,,
2212,6397,Multi-Threaded Routing Toolkit (MRT) Border Gateway Protocol (BGP) Routing Information Export Format with Geo-Location Extensions, October 2011 , PROPOSED STANDARD, IETF, ops, grow,BGP,"[--------], GPS Coordinates, Terrestrial Coordinates, BGP Speaker, BGP Peer, BGP Latitude, BGP Longitude"
2213,6396,Multi-Threaded Routing Toolkit (MRT) Routing Information Export Format, October 2011 , PROPOSED STANDARD, IETF, ops, grow,,
2214,6395,An Interface Identifier (ID) Hello Option for PIM, October 2011 , PROPOSED STANDARD, IETF, rtg, pim,PIM,[--------]
2215,6394,Use Cases and Requirements for DNS-Based Authentication of Named Entities (DANE), October 2011 , INFORMATIONAL, IETF, sec, dane,"DNS, TLS","TLS, PKIX, TLS, PKIX"
2216,6393,Moving RFC 4693 to Historic, September 2011 , INFORMATIONAL, IETF,null, NON WORKING GROUP,,
2217,6392,A Survey of In-Network Storage Systems, October 2011 , INFORMATIONAL, IETF, tsv, decade,,
2218,6391,Flow-Aware Transport of Pseudowires over an MPLS Packet Switched Network, November 2011 , PROPOSED STANDARD, IETF, rtg, pwe3,MPLS,[--------]
2219,6390,Guidelines for Considering New Performance Metric Development, October 2011 , BEST CURRENT PRACTICE, IETF, ops, pmol,,
2220,6389,MPLS Upstream Label Assignment for LDP, November 2011 , PROPOSED STANDARD, IETF, rtg, mpls,"MPLS, LDP","[--------], [--------]"
2221,6388,Label Distribution Protocol Extensions for Point-to-Multipoint and Multipoint-to-Multipoint Label Switched Paths, November 2011 , PROPOSED STANDARD, IETF, rtg, mpls,,
2222,6387,GMPLS Asymmetric Bandwidth Bidirectional Label Switched Paths (LSPs), September 2011 , PROPOSED STANDARD, IETF, rtg, ccamp,MPLS,"[--------], rsvp, resource reservation protocol"
2223,6386,VP8 Data Format and Decoding Guide, November 2011 , INFORMATIONAL, INDEPENDENT,null,null,,
2224,6385,General Area Review Team (Gen-ART) Experiences, October 2011 , INFORMATIONAL, IETF,null, NON WORKING GROUP,,
2225,6384,An FTP Application Layer Gateway (ALG) for IPv6-to-IPv4 Translation, October 2011 , PROPOSED STANDARD, IETF, tsv, behave,"FTP, IPv4, IPv6, nat64+or+dns64","[--------], FTP, SIIT, NAT64, [--------], FTP, SIIT, NAT64, [--------], FTP, SIIT, NAT64, [--------], FTP, SIIT, NAT64"
2226,6383,Advice on When It Is Safe to Start Sending Data on Label Switched Paths Established Using RSVP-TE, September 2011 , INFORMATIONAL, IETF,null, NON WORKING GROUP,"MPLS, RSVP-TE","RSVP-TE, GMPLS, MPLS-TE, cross-connect, data plane, RSVP-TE, GMPLS, MPLS-TE, cross-connect, data plane"
2227,6382,Unique Origin Autonomous System Numbers (ASNs) per Node for Globally Anycasted Services, October 2011 , BEST CURRENT PRACTICE, IETF, ops, grow,"DNS, BGP","[--------], BGP, SIDR, RPKI, security, routing, operations, root, TLD, DNS, DDOS, peering, RIR, IRR, MITM, [--------], BGP, SIDR, RPKI, security, routing, operations, root, TLD, DNS, DDOS, peering, RIR, IRR, MITM"
2228,6381,"The 'Codecs' and 'Profiles' Parameters for ""Bucket"" Media Types", August 2011 , PROPOSED STANDARD, IETF,null, NON WORKING GROUP,,
2229,6380,Suite B Profile for Internet Protocol Security (IPsec), October 2011 , HISTORIC, IETF,null, NON WORKING GROUP,,
2230,6379,Suite B Cryptographic Suites for IPsec, October 2011 , HISTORIC, IETF,null, NON WORKING GROUP,,
2231,6378,MPLS Transport Profile (MPLS-TP) Linear Protection, October 2011 , PROPOSED STANDARD, IETF, rtg, mpls,MPLS,"[--------], PSC, Protection State Coordination Protocol, "
2232,6377,DomainKeys Identified Mail (DKIM) and Mailing Lists, September 2011 , BEST CURRENT PRACTICE, IETF, sec, dkim,DKIM,"email, architecture, verification, anti-abuse, identity, integrity, responsible, author, sender, originator"
2233,6376,DomainKeys Identified Mail (DKIM) Signatures, September 2011 , INTERNET STANDARD, IETF, sec, dkim,DKIM,"[--------], email, architecture, abuse, verification, anti-abuse, identity, integrity, responsible, author, sender, originator, email filtering, anti-phishing, mail signature"
2234,6375,A Packet Loss and Delay Measurement Profile for MPLS-Based Transport Networks, September 2011 , INFORMATIONAL, IETF, rtg, mpls,MPLS,
2235,6374,Packet Loss and Delay Measurement for MPLS Networks, September 2011 , PROPOSED STANDARD, IETF, rtg, mpls,MPLS,[--------]
2236,6373,MPLS Transport Profile (MPLS-TP) Control Plane Framework, September 2011 , INFORMATIONAL, IETF, rtg, ccamp,MPLS,
2237,6372,MPLS Transport Profile (MPLS-TP) Survivability Framework, September 2011 , INFORMATIONAL, IETF, rtg, mpls,MPLS,"Protection, Restoration, Recovery"
2238,6371,"Operations, Administration, and Maintenance Framework for MPLS-Based Transport Networks", September 2011 , INFORMATIONAL, IETF, rtg, mpls,MPLS,
2239,6370,MPLS Transport Profile (MPLS-TP) Identifiers, September 2011 , PROPOSED STANDARD, IETF, rtg, mpls,MPLS,
